,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
77114|ZNF460,0.997963103197111,Homo sapiens,ZNF460,tf,293T,None,None,1,ZNF460
63037|ZNF121,0.998015221115419,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1,ZNF121
42717|HEYL,0.998051617732306,Homo sapiens,HEYL,tf,LoVo,None,Colon,1,HEYL
43555|CBX4,0.99811439750028,Homo sapiens,CBX4,cr,HEK293T,Epithelium,Embryonic Kidney,1,CBX4
38820|BARX2,0.998184092288577,Homo sapiens,BARX2,tf,LoVo,None,Colon,1,BARX2
64550|GTF2A2,0.99819042160431,Homo sapiens,GTF2A2,,K562,Erythroblast,Bone Marrow,1,GTF2A2
38799|GMEB1,0.998202217129021,Homo sapiens,GMEB1,tf,LoVo,None,Colon,1,GMEB1
63514|PYGO2,0.998219809258009,Homo sapiens,PYGO2,,K562,Erythroblast,Bone Marrow,1,PYGO2
53075|RBP2,0.998219973977075,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
39924|ICE2,0.998248087646299,Homo sapiens,ICE2,other,HCT-116,None,Colon,1,ICE2
42707|ARNT2,0.998354485146631,Homo sapiens,ARNT2,tf,LoVo,None,Colon,1,ARNT2
5931|ETV1,0.998427736485076,Homo sapiens,ETV1,tf,RWPE1,Epithelium,Prostate,1,ETV1
38852|ATF1,0.998487307582962,Homo sapiens,ATF1,tf,LoVo,None,Colon,1,ATF1
65060|ZNF329,0.998593429618726,Homo sapiens,ZNF329,,HEK293,Epithelium,Embryonic Kidney,1,ZNF329
46288|BCLAF1,0.998662476137727,Homo sapiens,BCLAF1,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,BCLAF1
38790|KLF3,0.998675164438849,Homo sapiens,KLF3,tf,LoVo,None,Colon,1,KLF3
73979|ZFP57,0.998720006739604,Homo sapiens,ZFP57,tf,293T,None,None,1,ZFP57
64878|ZBTB1,0.998751797402653,Homo sapiens,ZBTB1,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB1
35296|ORC1,0.998767115711994,Homo sapiens,ORC1,other,HeLa-S3,Epithelium,Cervix,1,ORC1
77120|ZNF441,0.998824347681121,Homo sapiens,ZNF441,tf,293T,None,None,1,ZNF441
1629|PHF8,0.998895788972262,Homo sapiens,PHF8,cr,Hs68,Fibroblast,Foreskin,1,PHF8
36764|ZNF76,0.998957579634556,Homo sapiens,ZNF76,predicted transcription factor,FLP76,Epithelium,Embryonic Kidney,1,ZNF76
77271|L3MBTL4,0.998990995696189,Homo sapiens,L3MBTL4,tf,HepG2,Epithelium,Liver,1,L3MBTL4
38736|NKX2-2,0.99900469286813,Homo sapiens,NKX2-2,tf,LoVo,None,Colon,1,NKX2-2
63766|ZNF414,0.999022628058727,Homo sapiens,ZNF414,,HEK293,Epithelium,Embryonic Kidney,1,ZNF414
77150|ZNF273,0.999022977696453,Homo sapiens,ZNF273,tf,293T,None,None,1,ZNF273
34400|MECP2,0.999033861635979,Homo sapiens,MECP2,cr,HCT-116,None,Colon,1,MECP2
62731|ZNF366,0.999110305862955,Homo sapiens,ZNF366,,HEK293,Epithelium,Embryonic Kidney,1,ZNF366
2685|ZNF711,0.99917688758941,Homo sapiens,ZNF711,predicted transcription factor,SH-SY5Y,None,Bone Marrow,1,ZNF711
63977|ZNF512,0.999208213289598,Homo sapiens,ZNF512,,K562,Erythroblast,Bone Marrow,1,ZNF512
64526|RFX1,0.999269012562156,Homo sapiens,RFX1,tf,MCF-7,Epithelium,Breast,1,RFX1
62905|DIDO1,0.999271107124357,Homo sapiens,DIDO1,,K562,Erythroblast,Bone Marrow,1,DIDO1
50700|GTF2I,0.999271623874411,Homo sapiens,GTF2I,tf,None,Fibroblast,None,1,GTF2I
62681|ZNF16,0.999271798210523,Homo sapiens,ZNF16,,HEK293,Epithelium,Embryonic Kidney,1,ZNF16
77164|ZNF189,0.999308110053732,Homo sapiens,ZNF189,other,293T,None,None,1,ZNF189
77067|ZNF662,0.999311542154994,Homo sapiens,ZNF662,tf,293T,None,None,1,ZNF662
39918|ZC3H8,0.999315672127879,Homo sapiens,ZC3H8,tf,HCT-116,None,Colon,1,ZC3H8
45803|GRP20,0.99931874206208,Homo sapiens,GRP20,other,HepG2,Epithelium,Liver,1,GRP20
48799|ZNF750,0.999367960704075,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
38817|HOXA1,0.999402938232681,Homo sapiens,HOXA1,tf,LoVo,None,Colon,1,HOXA1
63356|ZFP41,0.999407426410592,Homo sapiens,ZFP41,,HEK293,Epithelium,Embryonic Kidney,1,ZFP41
62566|ZNF623,0.999449980556555,Homo sapiens,ZNF623,,HEK293,Epithelium,Embryonic Kidney,1,ZNF623
45878|GTF2F1,0.999519424618947,Homo sapiens,GTF2F1,tf,K562,Erythroblast,Bone Marrow,1,GTF2F1
69219|SLC22A2,0.999536764188202,Homo sapiens,SLC22A2,not sure,HBL1,B cell lymphoma,None,1,SLC22A2
77149|ZNF282,0.999537448320675,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
68102|CRY1,0.999570869550954,Homo sapiens,CRY1,not sure,U2OS,None,Bone,1,CRY1
77173|ZNF141,0.999571315804577,Homo sapiens,ZNF141,tf,293T,None,None,1,ZNF141
65180|ZNF35,0.999605625115298,Homo sapiens,ZNF35,,HEK293,Epithelium,Embryonic Kidney,1,ZNF35
63611|ZKSCAN8,0.999619872104544,Homo sapiens,ZKSCAN8,,K562,Erythroblast,Bone Marrow,1,ZKSCAN8
73937|ZNF610,0.99963604661727,Homo sapiens,ZNF610,,293T,None,None,1,ZNF610
43668|DPPA2,0.999640871693821,Homo sapiens,DPPA2,predicted chromatin regulator,HEK293T,Epithelium,Embryonic Kidney,0,DPPA2
76518|ZBTB16,0.99966973691317,Homo sapiens,ZBTB16,tf,None,Stromal Cell,None,1,ZBTB16
45901|GTF3C2,0.999676458555975,Homo sapiens,GTF3C2,tf,K562,Erythroblast,Bone Marrow,1,GTF3C2
49193|CSNK2A1,0.999683685874839,Homo sapiens,CSNK2A1,other,LNCaP,Epithelium,Prostate,1,CSNK2A1
77117|ZNF445,0.999694710842649,Homo sapiens,ZNF445,tf,293T,None,None,1,ZNF445
62580|TARDBP,0.999695444049428,Homo sapiens,TARDBP,,K562,Erythroblast,Bone Marrow,1,TARDBP
76709|MGEA5,0.999703984743569,Homo sapiens,MGEA5,other,BJAB,None,None,1,MGEA5
67859|EBNA2,0.999705689743062,Homo sapiens,EBNA2,other,GM12878,B Lymphocyte,Blood,0,EBNA2
43739|CDK7,0.999722145673825,Homo sapiens,CDK7,predicted transcription factor,MM1.S,B Lymphocyte,Blood,1,CDK7
63123|MBD1_isoform2,0.999725912376916,Homo sapiens,MBD1_isoform2,,HepG2,Epithelium,Liver,1,MBD1_isoform2
42711|DR1,0.999735244523564,Homo sapiens,DR1,tf,LoVo,None,Colon,1,DR1
38719|DLX1,0.999739200855466,Homo sapiens,DLX1,tf,LoVo,None,Colon,1,DLX1
64787|ZNF687,0.999780905387394,Homo sapiens,ZNF687,,MCF-7,Epithelium,Breast,1,ZNF687
77113|ZNF468,0.999783360894464,Homo sapiens,ZNF468,other,293T,None,None,1,ZNF468
56010|CDK12,0.999787421091822,Homo sapiens,CDK12,tf,Jurkat,T Lymphocyte,Blood,1,CDK12
1228|CCDC101,0.999798756231928,Homo sapiens,CCDC101,cr,HeLa,Epithelium,Cervix,1,CCDC101
8563|GPS2,0.999809142293308,Homo sapiens,GPS2,not sure,HEK293T,Epithelium,Embryonic Kidney,1,GPS2
38647|ETV7,0.999821450490617,Homo sapiens,ETV7,tf,LoVo,None,Colon,1,ETV7
38695|RBCK1,0.999827356652659,Homo sapiens,RBCK1,tf,LoVo,None,Colon,1,RBCK1
64620|TRIM22,0.999831447308076,Homo sapiens,TRIM22,,GM12878,B Lymphocyte,Blood,1,TRIM22
49482|ZNF92,0.99983593544389,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
43450|SUPT5H,0.999843284715545,Homo sapiens,SUPT5H,tf,HeLa,Epithelium,Cervix,1,SUPT5H
46188|SIX5,0.999843363968226,Homo sapiens,SIX5,predicted transcription factor,H1,Embryonic Stem Cell,Embryo,1,SIX5
76499|ZMYND8,0.999847270098683,Homo sapiens,ZMYND8,cr,ZR-75-30,None,None,1,ZMYND8
64008|ZNF589,0.999856984850779,Homo sapiens,ZNF589,,K562,Erythroblast,Bone Marrow,1,ZNF589
65061|ZNF554,0.999867321620323,Homo sapiens,ZNF554,,HEK293,Epithelium,Embryonic Kidney,1,ZNF554
63127|MNT,0.999869922247802,Homo sapiens,MNT,tf,HepG2,Epithelium,Liver,1,MNT
46131|RUNX3,0.999874396551596,Homo sapiens,RUNX3,tf,GM12878,B Lymphocyte,Blood,1,RUNX3
1223|C17orf49,0.999878129368141,Homo sapiens,C17orf49,cr,HeLa,Epithelium,Cervix,1,C17orf49
45935|TBL1XR1,0.999881843810111,Homo sapiens,TBL1XR1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1,TBL1XR1
39886|HCFC1,0.999884070253406,Homo sapiens,HCFC1,tf,HEK293T,Epithelium,Embryonic Kidney,0,HCFC1
46289|TAF7,0.999893225706241,Homo sapiens,TAF7,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,TAF7
46057|SIN3A,0.999903536562732,Homo sapiens,SIN3A,tf,A549,Epithelium,Lung,1,SIN3A
39911|OGT,0.999911632406943,Homo sapiens,OGT,other,HEK293T,Epithelium,Embryonic Kidney,1,OGT
63870|KLF1,0.999914533843466,Homo sapiens,KLF1,predicted transcription factor,K562,Erythroblast,Bone Marrow,1,KLF1
1222|TRRAP,0.99992093423569,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
49951|KLF9,0.999930918311745,Homo sapiens,KLF9,tf,GBM1B,Glioblastoma Stem Cell,None,1,KLF9
51839|MRE11A,0.999934965878481,Homo sapiens,MRE11A,not sure,LNCaP,Epithelium,Prostate,1,MRE11A
35528|BCOR,0.999936833235892,Homo sapiens,BCOR,both predicted transcription factor and chromatin regulator,OCI-Ly1,B cell lymphoma,Bone Marrow,1,BCOR
64106|KDM4B,0.999939876724292,Homo sapiens,KDM4B,cr,K562,Erythroblast,Bone Marrow,1,KDM4B
74573|SPIN1,0.999943075600083,Homo sapiens,SPIN1,other,T778,None,None,1,SPIN1
45886|NRF1,0.999947350508248,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1,NRF1
77457|SON,0.999947977074085,Homo sapiens,SON,,K562,Leukemia,None,1,SON
38666|ZBTB7B,0.999951069409692,Homo sapiens,ZBTB7B,tf,LoVo,None,Colon,1,ZBTB7B
63555|MIER1,0.999953277823376,Homo sapiens,MIER1,,K562,Erythroblast,Bone Marrow,1,MIER1
43451|NELFA,0.999955639110303,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,0,NELFA
77037|ZNF786,0.999962600273506,Homo sapiens,ZNF786,tf,293T,None,None,1,ZNF786
65166|ZNF322,0.999963853075448,Homo sapiens,ZNF322,,HEK293,Epithelium,Embryonic Kidney,1,ZNF322
62525|ZNF2,0.999966348043108,Homo sapiens,ZNF2,,HEK293,Epithelium,Embryonic Kidney,1,ZNF2
38731|TFDP1,0.9999680240134,Homo sapiens,TFDP1,tf,LoVo,None,Colon,1,TFDP1
4930|TAFII,0.999970600142398,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,0,TAFII
72878|MYF5,0.999980405258029,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1,MYF5
72857|TRAF7,0.999984122022227,Homo sapiens,TRAF7,other,None,None,meningioma,1,TRAF7
63538|ZNF692,0.999986030395098,Homo sapiens,ZNF692,,HEK293,Epithelium,Embryonic Kidney,1,ZNF692
63098|SMAD5,0.99999032963285,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1,SMAD5
77098|ZNF534,0.999990548046744,Homo sapiens,ZNF534,tf,293T,None,None,1,ZNF534
65062|ZNF467,0.999990670528241,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
62716|TFAP4,0.999990673838137,Homo sapiens,TFAP4,,HepG2,Epithelium,Liver,1,TFAP4
65071|KLF12,0.999991391759112,Homo sapiens,KLF12,,HEK293,Epithelium,Embryonic Kidney,1,KLF12
62666|HLTF,0.99999248855419,Homo sapiens,HLTF,,K562,Erythroblast,Bone Marrow,1,HLTF
65164|ZNF770,0.999992815683834,Homo sapiens,ZNF770,,HEK293,Epithelium,Embryonic Kidney,1,ZNF770
63465|MBD1_isoform1,0.999993058450311,Homo sapiens,MBD1_isoform1,,HepG2,Epithelium,Liver,1,MBD1_isoform1
63301|NKRF,0.999993187460545,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
46157|POU2F2,0.999993260275479,Homo sapiens,POU2F2,tf,GM12891,Lymphoblastoid,Blood,1,POU2F2
42804|ZBTB10,0.999994778631977,Homo sapiens,ZBTB10,tf,LoVo,None,Colon,1,ZBTB10
4632|KAT5,0.999994794689852,Homo sapiens,KAT5,cr,None,T Lymphocyte,Blood,1,KAT5
38635|FOXD2,0.999995526577184,Homo sapiens,FOXD2,tf,LoVo,None,Colon,1,FOXD2
52242|ZTA,0.999995538248863,Homo sapiens,ZTA,other,Akata,B Lymphocyte,None,1,ZTA
76528|EPC1,0.999996248755698,Homo sapiens,EPC1,tf,K562,Lymphoblast,None,1,EPC1
77183|ZKSCAN5,0.999996657175407,Homo sapiens,ZKSCAN5,tf,293T,None,None,1,ZKSCAN5
65154|ZSCAN22,0.999996708824877,Homo sapiens,ZSCAN22,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN22
45905|CHD2,0.999996766300449,Homo sapiens,CHD2,cr,K562,Erythroblast,Bone Marrow,1,CHD2
62930|ZNF341,0.999997432034559,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
42774|NFYC,0.99999750885617,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
42720|HOXA4,0.999997550860408,Homo sapiens,HOXA4,tf,LoVo,None,Colon,1,HOXA4
41573|ING5,0.999997682261669,Homo sapiens,ING5,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING5
77537|REL,0.999997747733603,Homo sapiens,REL,tf,GM12878,Lymphoblastoid,None,1,REL
76568|UHRF2,0.999997809400983,Homo sapiens,UHRF2,other,293T,None,None,1,UHRF2
70928|RBBP4,0.999998068088248,Homo sapiens,RBBP4,cr,T98G,Glioblastoma cell,None,1,RBBP4
63902|ZXDB,0.999998087892612,Homo sapiens,ZXDB,,HEK293,Epithelium,Embryonic Kidney,1,ZXDB
74844|JMJD6,0.999998112124712,Homo sapiens,JMJD6,cr,None,IN528,None,1,JMJD6
77260|WDHD1,0.999998117731751,Homo sapiens,WDHD1,tf,MCF-7,None,None,1,WDHD1
63477|POLR2H,0.999998367409704,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1,POLR2H
77039|ZNF783,0.99999839033045,Homo sapiens,ZNF783,tf,293T,None,None,1,ZNF783
64302|E2F5,0.999998396729571,Homo sapiens,E2F5,,K562,Erythroblast,Bone Marrow,1,E2F5
8794|RBBP5,0.999998739806037,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1,RBBP5
76494|BRPF3,0.999999104887701,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
64143|NFRKB,0.999999197400084,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1,NFRKB
77366|TIAM1,0.999999306323862,Homo sapiens,TIAM1,other,SW480,Epithelium,Colon,1,TIAM1
63525|ZFP2,0.999999402158136,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1,ZFP2
77112|ZNF479,0.999999427359196,Homo sapiens,ZNF479,tf,293T,None,None,1,ZNF479
63034|PRDM10,0.999999452660204,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1,PRDM10
63738|ZNF654,0.999999471925392,Homo sapiens,ZNF654,,HEK293,Epithelium,Embryonic Kidney,1,ZNF654
46320|TAF1,0.999999495408481,Homo sapiens,TAF1,tf,MCF-7,Epithelium,Breast,1,TAF1
63155|GABP,0.999999577396116,Homo sapiens,GABP,,HepG2,Epithelium,Liver,1,GABP
53323|INTS3,0.999999600763443,Homo sapiens,INTS3,predicted transcription factor,HeLa,Epithelium,Cervix,1,INTS3
63449|DEAF1,0.99999963385387,Homo sapiens,DEAF1,,K562,Erythroblast,Bone Marrow,1,DEAF1
65057|TGIF2,0.999999648375754,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
32850|TERC,0.999999709668834,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
46071|E2F6,0.999999770759813,Homo sapiens,E2F6,tf,A549,Epithelium,Lung,1,E2F6
65063|ZNF574,0.999999788790393,Homo sapiens,ZNF574,,HEK293,Epithelium,Embryonic Kidney,1,ZNF574
77256|ZXDC,0.999999826596385,Homo sapiens,ZXDC,tf,MCF-7,None,None,1,ZXDC
64091|KLF8,0.99999985728424,Homo sapiens,KLF8,,HEK293,Epithelium,Embryonic Kidney,1,KLF8
8799|SAP30,0.999999862815826,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
42722|HOXA6,0.999999869271889,Homo sapiens,HOXA6,tf,LoVo,None,Colon,1,HOXA6
45618|TBP,0.999999879995619,Homo sapiens,TBP,tf,GM12878,B Lymphocyte,Blood,1,TBP
65073|ZNF280A,0.9999998904151,Homo sapiens,ZNF280A,,HEK293,Epithelium,Embryonic Kidney,1,ZNF280A
76526|BRD9,0.999999901958612,Homo sapiens,BRD9,other,NOMO-1,Acute myeloid leukemia,None,1,BRD9
76468|PHF2,0.999999906675734,Homo sapiens,PHF2,tf,None,N8-CTx,None,1,PHF2
5194|HMGN1,0.999999936652223,Homo sapiens,HMGN1,both predicted transcription factor and chromatin regulator,None,T Lymphocyte,Blood,1,HMGN1
50434|ELK3,0.999999940988896,Homo sapiens,ELK3,tf,None,Endothelial Cell,Umbilical Vein,1,ELK3
50210|DDX21,0.999999944532878,Homo sapiens,DDX21,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,DDX21
64424|KLF16,0.999999960054433,Homo sapiens,KLF16,,K562,Erythroblast,Bone Marrow,1,KLF16
43305|CDK6,0.999999964700563,Homo sapiens,CDK6,predicted transcription factor,None,None,None,1,CDK6
46279|USF1,0.999999966935918,Homo sapiens,USF1,tf,K562,Erythroblast,Bone Marrow,1,USF1
76529|MBTD1,0.99999997854325,Homo sapiens,MBTD1,other,K562,Lymphoblast,None,1,MBTD1
36226|DCP1A,0.999999988676932,Homo sapiens,DCP1A,tf,HEK293,Epithelium,Embryonic Kidney,1,DCP1A
65118|ZNF768,0.999999991418169,Homo sapiens,ZNF768,,HEK293,Epithelium,Embryonic Kidney,1,ZNF768
2110|PRAME,0.999999994593536,Homo sapiens,PRAME,not sure,K562,Erythroblast,Bone Marrow,1,PRAME
76519|SETD1A,0.999999997234373,Homo sapiens,SETD1A,predicted chromatin regulator,None,Erythroid Cell,None,1,SETD1A
65128|ZNF436,0.999999998963482,Homo sapiens,ZNF436,,HEK293,Epithelium,Embryonic Kidney,1,ZNF436
74673|RUVBL1,0.999999998987929,Homo sapiens,RUVBL1,cr,HepG2,Epithelium,Liver,1,RUVBL1
69626|PSMA7,0.999999999221034,Homo sapiens,PSMA7,other,None,Hematopoietic stem and progenitor cell,None,1,PSMA7
49448|EGLN2,0.999999999707969,Homo sapiens,EGLN2,other,T47D,Epithelium,Mammary Gland,1,EGLN2
7341|HEY1,0.99999999981586,Homo sapiens,HEY1,tf,HepG2,Epithelium,Liver,1,HEY1
63686|ZBTB8A,0.999999999921843,Homo sapiens,ZBTB8A,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB8A
77103|ZNF519,0.999999999957107,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
76520|BPTF,0.999999999971907,Homo sapiens,BPTF,tf,None,Erythroid Cell,None,1,BPTF
64760|POLR2AphosphoS5,0.999999999973335,Homo sapiens,POLR2AphosphoS5,,None,Neuron,None,1,POLR2AphosphoS5
8482|KAT7,0.999999999988352,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
64555|IKZF2,0.999999999994032,Homo sapiens,IKZF2,tf,HEK293,Epithelium,Embryonic Kidney,1,IKZF2
49481|RPE,0.999999999996522,Homo sapiens,RPE,other,None,Retinal pigment cell,None,1,RPE
45895|CCNT2,0.99999999999701,Homo sapiens,CCNT2,tf,K562,Erythroblast,Bone Marrow,1,CCNT2
65146|ZBTB14,0.999999999998584,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
41572|ING2,0.999999999999341,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
36356|POLR2B,0.999999999999489,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
45920|HMGN3,0.999999999999735,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
75571|HAP1,0.999999999999782,Homo sapiens,HAP1,other,None,None,None,1,HAP1
76682|ASXL1,0.999999999999796,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
55543|RAG2,0.999999999999998,Homo sapiens,RAG2,cr,None,Thymocyte,None,1,RAG2
65186|EGR3,0.999999999999998,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
8564|TBL1X,0.999999999999999,Homo sapiens,TBL1X,cr,HEK293T,Epithelium,Embryonic Kidney,1,TBL1X
42766|ID1,1,Homo sapiens,ID1,tf,LoVo,None,Colon,0,ID1
42776|NR1D1,1,Homo sapiens,NR1D1,tf,LoVo,None,Colon,0,NR1D1
42748|AHCTF1,1,Homo sapiens,AHCTF1,tf,LoVo,None,Colon,0,AHCTF1
42662|HES7,1,Homo sapiens,HES7,tf,LoVo,None,Colon,0,HES7
38660|TGIF1,1,Homo sapiens,TGIF1,tf,LoVo,None,Colon,0,TGIF1
38676|HMGA1,1,Homo sapiens,HMGA1,tf,LoVo,None,Colon,0,HMGA1
38711|TRPS1,1,Homo sapiens,TRPS1,tf,LoVo,None,Colon,0,TRPS1
38859|CEBPE,1,Homo sapiens,CEBPE,tf,LoVo,None,Colon,0,CEBPE
42661|HES5,1,Homo sapiens,HES5,tf,LoVo,None,Colon,0,HES5
42839|LCOR,1,Homo sapiens,LCOR,tf,LoVo,None,Colon,0,LCOR
8816|KDM4A,1,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
38585|TAF3,1,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
42649|CREB3L1,1,Homo sapiens,CREB3L1,tf,LoVo,None,Colon,0,CREB3L1
58996|TAF15,1,Homo sapiens,TAF15,not sure,HEK293,Epithelium,Embryonic Kidney,0,TAF15
